transaction_id,customer_id,transaction_amount,transaction_hour,customer_tenure_days,num_transactions_24h,num_failed_transactions_24h,avg_transaction_amount_30d,previous_chargebacks,account_age_days,risk_score_external,amount_to_customer_avg_ratio,failed_transaction_rate_24h,night_transaction,high_velocity_flag,new_account_flag,has_previous_chargeback,merchant_category,device_type,country,is_foreign_transaction,is_fraud
23792,1014,113.49,14,1148,3,0,65.38,0,1215,0.0948,1.7358519424900585,0.0,0,0,0,0,utilities,desktop,US,False,0
46943,8140,130.92,13,661,1,1,68.09,0,799,0.1914,1.9227493023938904,1.0,0,0,0,0,gambling,mobile,US,False,0
8052,7225,19.48,16,1890,2,0,19.1,0,2171,0.0047,1.0198952879581151,0.0,0,0,0,0,electronics,mobile,DE,False,0
46443,784,23.44,8,446,0,0,16.35,0,601,0.0535,1.4336391437308869,0.0,0,0,0,0,electronics,mobile,US,False,0
14222,2220,51.11,8,703,3,0,39.99,0,943,0.195,1.2780695173793448,0.0,0,0,0,0,grocery,mobile,GB,False,0
631,4464,22.57,21,2393,2,1,20.2,0,2481,0.0002,1.1173267326732674,0.5,0,0,0,0,utilities,mobile,US,False,0
33545,4833,387.17,3,1423,1,0,405.22,0,1601,0.0026,0.955456295345738,0.0,1,0,0,0,utilities,mobile,NG,False,0
20723,4319,114.94,2,3110,2,0,94.86,0,3160,0.0001,1.2116803710731603,0.0,1,0,0,0,travel,mobile,CA,False,0
7333,5753,62.12,18,436,1,0,33.97,0,450,0.0622,1.8286723579629085,0.0,0,0,0,0,grocery,mobile,US,False,0
32851,2412,408.42,14,181,0,1,97.3,0,451,0.6475,4.197533401849949,0.0,0,0,0,0,restaurant,pos,FR,False,1
24329,3881,117.27,5,3157,0,0,138.31,0,3261,0.0,0.8478779553177644,0.0,1,0,0,0,travel,pos,GB,False,0
35803,177,25.2,12,2618,1,0,28.79,0,2917,0.0,0.8753039249739493,0.0,0,0,0,0,entertainment,desktop,US,False,0
20219,4918,77.28,7,998,3,0,80.65,0,1043,0.1156,0.958214507129572,0.0,0,0,0,0,entertainment,mobile,US,False,0
40373,1123,26.43,22,982,1,0,38.18,0,1085,0.0265,0.6922472498690414,0.0,0,0,0,0,grocery,mobile,GB,False,0
1919,8175,28.78,12,82,0,0,28.15,0,321,0.0956,1.0223801065719362,0.0,0,0,0,0,grocery,desktop,US,False,0
34106,8501,11.56,0,1002,1,0,14.02,0,1093,0.0066,0.8245363766048502,0.0,1,0,0,0,grocery,desktop,US,False,0
38656,733,30.94,21,3364,1,0,31.04,0,3458,0.0,0.996778350515464,0.0,0,0,0,0,grocery,mobile,DE,False,0
28726,2490,26.97,13,1305,1,0,33.32,0,1371,0.0195,0.809423769507803,0.0,0,0,0,0,other,mobile,US,False,0
25920,6044,47.33,7,2710,2,1,25.98,1,2815,0.0085,1.8217859892224788,0.5,0,0,0,1,fashion,desktop,US,False,0
25612,1865,14.15,2,3049,0,0,30.15,0,3390,0.0,0.4693200663349917,0.0,1,0,0,0,entertainment,desktop,US,False,0
6007,2182,32.2,20,877,1,0,69.12,0,903,0.0073,0.4658564814814815,0.0,0,0,0,0,grocery,mobile,FR,False,0
39539,3311,53.75,6,1874,2,0,22.09,0,2241,0.005,2.4332277048438207,0.0,0,0,0,0,restaurant,desktop,CA,False,0
10743,1974,63.87,4,1247,2,0,57.8,0,1264,0.228,1.1050173010380624,0.0,1,0,0,0,electronics,mobile,FR,True,0
42307,6414,14.48,2,14,2,0,15.32,0,173,0.7948,0.9451697127937336,0.0,1,0,0,0,grocery,pos,CN,False,1
4977,9992,10.66,11,816,1,0,11.85,0,994,0.045,0.89957805907173,0.0,0,0,0,0,other,mobile,US,False,0
21642,3316,34.45,22,3091,0,0,13.64,0,3474,0.0,2.525659824046921,0.0,0,0,0,0,other,mobile,US,False,0
35063,9412,74.38,11,1084,1,0,77.03,0,1134,0.0947,0.965597819031546,0.0,0,0,0,0,grocery,mobile,US,False,0
20071,7910,136.45,3,252,1,1,109.24,0,441,0.4139,1.249084584401318,1.0,1,0,0,0,gambling,desktop,IN,False,0
26767,1372,40.02,10,1254,3,0,45.7,1,1260,0.0087,0.875711159737418,0.0,0,0,0,1,crypto,desktop,US,False,0
44682,4272,3.61,18,1942,1,2,3.87,0,2212,0.0021,0.9328165374677002,2.0,0,0,0,0,electronics,mobile,FR,False,0
33692,8945,16.6,8,70,2,0,19.2,0,132,0.5447,0.8645833333333335,0.0,0,0,0,0,restaurant,mobile,US,False,0
32019,4286,163.32,4,2800,1,1,146.79,0,3106,0.0012,1.1126098508072757,1.0,1,0,0,0,grocery,mobile,US,False,0
7114,7210,23.6,19,3415,3,0,36.71,0,3679,0.0,0.6428766003813675,0.0,0,0,0,0,grocery,desktop,DE,False,0
646,750,59.02,21,576,0,3,63.57,0,836,0.2339,0.9284253578732108,0.0,0,0,0,0,fashion,mobile,FR,True,0
38946,4072,10.87,19,2858,3,0,8.99,1,3108,0.0001,1.2091212458286984,0.0,0,0,0,1,restaurant,desktop,GB,False,0
31897,6138,11.71,15,2671,2,0,20.9,0,2721,0.0004,0.560287081339713,0.0,0,0,0,0,electronics,mobile,US,False,0
8473,7351,44.34,8,2863,3,0,57.65,1,3051,0.0001,0.7691240242844753,0.0,0,0,0,1,grocery,mobile,US,False,0
1388,7289,25.88,13,1602,1,0,32.04,0,1684,0.0025,0.8077403245942572,0.0,0,0,0,0,fashion,mobile,US,False,0
18133,6041,27.49,11,1455,2,0,18.76,0,1717,0.1104,1.4653518123667375,0.0,0,0,0,0,electronics,mobile,CN,False,0
39764,3391,12.44,8,924,2,0,12.44,0,934,0.0513,1.0,0.0,0,0,0,0,electronics,mobile,FR,False,0
48722,6222,54.86,20,1102,3,0,95.47,0,1220,0.0161,0.5746307740651514,0.0,0,0,0,0,restaurant,tablet,US,False,0
23763,8489,57.66,9,1929,3,0,86.89,0,2314,0.0069,0.663597652203936,0.0,0,0,0,0,restaurant,desktop,CA,False,0
32020,3282,42.74,19,2755,0,0,36.3,1,2764,0.0,1.1774104683195594,0.0,0,0,0,1,entertainment,mobile,US,False,0
19775,1947,30.45,14,574,2,1,29.67,2,764,0.6847,1.0262891809908998,0.5,0,0,0,1,travel,pos,US,False,0
4944,7693,44.41,12,1366,0,0,45.91,0,1639,0.0036,0.9673273796558484,0.0,0,0,0,0,fashion,mobile,RU,False,0
33268,5018,148.12,15,1944,2,1,186.26,1,2192,0.0142,0.7952324707398261,0.5,0,0,0,1,electronics,mobile,NG,False,0
28598,290,119.8,14,1729,2,0,149.35,0,1861,0.0127,0.8021426180113826,0.0,0,0,0,0,gambling,mobile,US,False,0
39512,1485,154.64,14,1514,5,0,160.35,0,1859,0.017,0.9643903960087308,0.0,0,0,0,0,grocery,pos,US,False,0
10720,7544,55.07,9,3509,0,0,84.55,0,3896,0.0,0.651330573625074,0.0,0,0,0,0,restaurant,pos,US,False,0
4734,1779,3.98,6,1124,3,0,4.37,0,1508,0.025,0.9107551487414188,0.0,0,0,0,0,entertainment,tablet,US,False,0
40634,2782,619.41,22,3416,0,0,91.69,0,3470,0.0001,6.755480423165013,0.0,0,0,0,0,fashion,mobile,DE,False,0
16893,5391,18.56,3,654,1,1,20.99,0,773,0.0487,0.8842305859933302,1.0,1,0,0,0,fashion,tablet,US,False,0
15920,3651,29.16,18,439,1,0,35.1,0,587,0.1196,0.8307692307692307,0.0,0,0,0,0,restaurant,desktop,FR,False,0
1944,9754,9.67,3,810,4,2,11.14,1,1141,0.3188,0.8680430879712746,0.5,1,0,0,1,fashion,mobile,IN,False,0
6374,1981,188.82,23,2401,4,0,33.79,0,2659,0.0012,5.588043799940811,0.0,0,0,0,0,travel,desktop,US,False,0
24693,6586,10.45,23,2114,2,0,13.78,0,2297,0.0002,0.7583454281567489,0.0,0,0,0,0,other,mobile,US,False,0
36039,1434,13.03,7,2052,1,0,10.94,0,2382,0.0008,1.1910420475319927,0.0,0,0,0,0,gambling,desktop,BR,False,0
4732,3230,156.68,0,3049,1,0,105.51,0,3443,0.0001,1.4849777272296465,0.0,1,0,0,0,utilities,desktop,DE,False,0
7876,3274,27.17,18,1473,2,0,39.05,0,1521,0.0047,0.695774647887324,0.0,0,0,0,0,utilities,tablet,US,False,0
32016,7183,45.05,10,222,0,0,44.59,0,455,0.1054,1.0103162143978468,0.0,0,0,0,0,utilities,mobile,BR,False,0
21798,4419,42.47,10,2603,0,0,37.41,1,2744,0.0003,1.1352579524191393,0.0,0,0,0,1,entertainment,pos,US,False,0
24779,498,84.12,12,1366,3,0,46.51,1,1407,0.0685,1.808643302515588,0.0,0,0,0,1,restaurant,mobile,GB,False,0
29173,4124,25.68,13,971,0,0,35.15,0,975,0.0077,0.7305832147937411,0.0,0,0,0,0,travel,mobile,US,False,0
40407,2170,68.54,7,3571,1,0,55.33,0,3609,0.0,1.2387493222483283,0.0,0,0,0,0,grocery,desktop,CA,False,0
36977,7775,27.59,13,316,1,0,25.16,0,422,0.5094,1.0965818759936408,0.0,0,0,0,0,grocery,mobile,FR,False,0
10081,5234,37.24,18,721,5,1,70.16,0,838,0.2476,0.5307867730900798,0.2,0,0,0,0,grocery,mobile,DE,True,0
22545,6176,23.43,3,1656,0,0,31.47,0,1725,0.0005,0.7445185891325071,0.0,1,0,0,0,fashion,desktop,DE,False,0
39500,4597,95.27,17,3282,0,0,72.2,0,3529,0.0,1.319529085872576,0.0,0,0,0,0,entertainment,pos,US,False,0
47441,4189,61.38,4,154,1,1,51.68,1,518,0.2375,1.1876934984520124,1.0,1,0,0,1,entertainment,mobile,DE,False,0
49896,7111,75.07,19,145,0,0,89.0,0,466,0.0641,0.8434831460674157,0.0,0,0,0,0,entertainment,mobile,US,False,0
23706,9079,27.95,7,366,0,1,23.44,0,450,0.1194,1.1924061433447095,0.0,0,0,0,0,electronics,mobile,US,False,0
47004,843,100.27,10,3320,0,0,137.16,0,3719,0.0001,0.7310440361621464,0.0,0,0,0,0,utilities,tablet,US,False,0
16155,2494,225.46,1,2229,2,0,160.93,0,2604,0.0006,1.400981793326291,0.0,1,0,0,0,gambling,mobile,BR,False,0
45587,7133,135.67,23,2868,3,1,84.98,0,3137,0.0,1.5964932925394208,0.3333333333333333,0,0,0,0,entertainment,mobile,CN,False,0
28436,258,74.68,0,378,3,0,74.97,0,744,0.5455,0.9961317860477524,0.0,1,0,0,0,fashion,mobile,US,False,0
17493,5612,26.0,13,894,3,0,28.4,1,1168,0.0802,0.9154929577464788,0.0,0,0,0,1,grocery,desktop,US,False,0
12129,83,37.65,0,587,1,0,71.2,0,674,0.1263,0.5287921348314606,0.0,1,0,0,0,utilities,mobile,US,False,0
40412,8169,87.35,1,1709,0,0,80.09,0,2062,0.0129,1.0906480209764011,0.0,1,0,0,0,electronics,tablet,BR,False,0
27869,3056,178.6,0,1747,0,0,267.56,0,1757,0.004,0.6675138286739423,0.0,1,0,0,0,electronics,desktop,US,False,0
33290,4650,83.57,2,959,2,0,64.76,0,1251,0.028,1.2904570722668312,0.0,1,0,0,0,grocery,mobile,GB,False,0
42192,3244,4.6,19,1895,1,0,7.95,0,2004,0.0025,0.5786163522012578,0.0,0,0,0,0,grocery,tablet,US,False,0
22508,5264,149.44,7,1813,3,0,134.89,0,2093,0.0008,1.107865668322337,0.0,0,0,0,0,utilities,desktop,US,False,0
15533,4680,18.94,6,253,3,0,38.69,0,613,0.2269,0.489532178857586,0.0,0,0,0,0,utilities,desktop,GB,False,0
20488,8707,95.32,12,2140,1,0,71.83,0,2412,0.0006,1.3270221355979397,0.0,0,0,0,0,entertainment,tablet,US,False,0
11401,1937,32.32,6,1360,3,1,45.61,1,1499,0.2993,0.7086165314623986,0.3333333333333333,0,0,0,1,travel,pos,US,True,0
17791,7042,10.77,5,1902,1,1,8.27,0,2148,0.0012,1.3022974607013302,1.0,1,0,0,0,fashion,pos,FR,False,0
28058,7881,6.49,9,1314,1,0,15.0,0,1578,0.0016,0.4326666666666667,0.0,0,0,0,0,grocery,desktop,US,False,0
49623,3728,113.62,7,1923,2,1,106.3,0,2052,0.0007,1.0688617121354658,0.5,0,0,0,0,grocery,mobile,GB,False,0
683,7861,72.68,0,2381,3,0,54.77,0,2730,0.0009,1.3270038342158117,0.0,1,0,0,0,restaurant,desktop,NG,False,0
47888,7394,196.56,11,1093,2,1,264.63,0,1152,0.1858,0.7427729282394286,0.5,0,0,0,0,travel,mobile,US,False,0
7218,7791,9.86,21,3467,1,1,18.49,0,3676,0.0,0.5332612222823148,1.0,0,0,0,0,restaurant,desktop,NG,False,0
46767,7056,73.01,23,561,2,0,58.31,0,838,0.0327,1.2521008403361344,0.0,0,0,0,0,restaurant,pos,US,False,0
40301,8341,204.05,14,3228,5,0,117.19,0,3339,0.0,1.7411895212902126,0.0,0,0,0,0,restaurant,pos,US,False,0
8504,9201,23.92,9,1659,2,0,19.87,0,1731,0.0042,1.2038248616004026,0.0,0,0,0,0,electronics,mobile,DE,False,0
23710,6342,19.99,20,3602,5,2,39.76,0,3987,0.0,0.5027665995975855,0.4,0,0,0,0,fashion,mobile,GB,False,0
47671,8645,64.76,7,151,0,1,61.02,0,324,0.4882,1.0612913798754506,0.0,0,0,0,0,restaurant,mobile,CA,False,1
5766,1328,50.34,18,310,1,0,54.66,0,362,0.5934,0.9209659714599344,0.0,0,0,0,0,fashion,mobile,US,False,0
28802,9981,11.7,0,1658,0,0,20.69,1,1816,0.0136,0.5654905751570807,0.0,1,0,0,1,other,mobile,US,False,0
15430,3313,17.17,2,3395,4,0,14.52,0,3448,0.0,1.182506887052342,0.0,1,0,0,0,other,desktop,US,False,0
31337,1160,168.48,9,1244,1,0,101.75,1,1544,0.0587,1.6558230958230955,0.0,0,0,0,1,restaurant,mobile,US,False,0
47656,7775,15.82,6,316,1,0,23.45,0,422,0.0739,0.6746268656716419,0.0,0,0,0,0,entertainment,tablet,FR,False,0
22012,6976,17.53,19,2724,2,0,29.89,0,2749,0.0,0.5864837738374038,0.0,0,0,0,0,fashion,mobile,US,False,0
42469,3223,150.41,4,2831,1,0,118.78,0,2995,0.0,1.26629062131672,0.0,1,0,0,0,electronics,mobile,GB,False,0
28094,3729,8.96,3,1245,5,0,12.96,0,1430,0.3505,0.6913580246913581,0.0,1,0,0,0,electronics,mobile,US,False,0
48373,50,49.49,15,2842,2,1,33.12,1,3096,0.0001,1.4942632850241548,0.5,0,0,0,1,travel,mobile,DE,False,0
27129,2855,15.92,16,2643,2,0,25.93,0,2735,0.0003,0.6139606633243347,0.0,0,0,0,0,fashion,mobile,IN,False,0
28093,5480,23.18,22,2100,0,0,30.58,0,2276,0.001,0.7580117724002616,0.0,0,0,0,0,crypto,pos,CA,True,0
15184,9628,43.89,7,3434,4,0,50.7,0,3456,0.0,0.865680473372781,0.0,0,0,0,0,entertainment,mobile,IN,False,0
15832,2511,44.58,20,727,2,0,27.19,0,959,0.0714,1.6395733725634425,0.0,0,0,0,0,electronics,mobile,US,False,0
2297,5355,178.35,14,2862,3,0,113.96,0,3086,0.0002,1.5650228150228152,0.0,0,0,0,0,grocery,tablet,US,False,0
27310,7550,64.62,14,2893,5,1,76.2,0,3163,0.0,0.8480314960629921,0.2,0,0,0,0,restaurant,mobile,US,False,0
23096,932,20.63,3,2555,0,0,33.54,0,2878,0.0005,0.6150864639236732,0.0,1,0,0,0,entertainment,mobile,FR,False,0
25519,1224,131.47,13,2388,1,0,142.28,0,2672,0.0003,0.924023053134664,0.0,0,0,0,0,electronics,desktop,US,False,0
2100,1252,27.93,14,1503,0,0,31.59,1,1746,0.0015,0.8841405508072174,0.0,0,0,0,1,fashion,pos,FR,False,0
17765,7744,79.24,12,744,2,0,82.06,0,1093,0.1559,0.9656349012917376,0.0,0,0,0,0,restaurant,mobile,NG,False,0
47868,710,63.62,12,1701,3,0,104.62,0,2062,0.0035,0.6081055247562607,0.0,0,0,0,0,fashion,desktop,GB,False,0
8118,9868,21.01,6,916,4,0,27.65,2,997,0.0583,0.759855334538879,0.0,0,0,0,1,fashion,mobile,US,False,0
43937,446,10.35,2,2420,1,0,13.0,0,2459,0.0,0.7961538461538461,0.0,1,0,0,0,electronics,desktop,US,False,0
43396,1958,25.04,2,1942,0,0,21.37,0,2006,0.0013,1.1717360786148805,0.0,1,0,0,0,restaurant,mobile,US,False,0
39654,2518,86.83,5,1921,0,0,55.05,0,2113,0.0015,1.577293369663942,0.0,1,0,0,0,restaurant,mobile,US,False,0
5427,8026,321.22,13,3394,2,0,289.42,1,3749,0.0001,1.1098749222583095,0.0,0,0,0,1,utilities,desktop,IN,False,0
20096,2716,151.77,2,1693,1,0,248.54,0,2070,0.0103,0.6106461736541402,0.0,1,0,0,0,other,tablet,US,False,0
35639,2267,103.41,10,2495,1,0,106.22,0,2612,0.0001,0.9735454716625872,0.0,0,0,0,0,fashion,desktop,US,False,0
35825,4256,44.39,12,1197,1,0,84.97,0,1380,0.0118,0.522419677533247,0.0,0,0,0,0,electronics,mobile,CN,False,0
11224,3230,137.06,14,3049,2,0,111.66,0,3443,0.0001,1.2274762672398352,0.0,0,0,0,0,restaurant,desktop,DE,False,0
42557,3764,53.52,15,2324,3,0,74.96,0,2584,0.0003,0.7139807897545358,0.0,0,0,0,0,entertainment,desktop,BR,True,0
13646,7208,94.02,14,804,1,0,84.14,1,1199,0.1883,1.117423342048966,0.0,0,0,0,1,grocery,desktop,US,False,0
34185,3728,85.22,21,1923,4,0,95.61,0,2052,0.0002,0.8913293588536764,0.0,0,0,0,0,restaurant,mobile,GB,False,0
6663,5763,30.64,20,711,5,0,23.95,1,892,0.3391,1.2793319415448852,0.0,0,0,0,1,fashion,desktop,US,False,0
32542,5276,254.75,15,764,2,1,294.59,0,1143,0.1684,0.8647611935232018,0.5,0,0,0,0,grocery,pos,NG,False,0
12999,15,1.03,5,2619,1,0,2.08,0,2893,0.0,0.4951923076923077,0.0,1,0,0,0,restaurant,desktop,IN,False,0
47228,6840,106.11,7,3104,1,1,82.37,0,3141,0.0,1.2882117275707174,1.0,0,0,0,0,restaurant,mobile,NG,False,0
28114,2026,30.23,4,1726,2,0,30.19,1,1730,0.0086,1.001324942033786,0.0,1,0,0,1,crypto,desktop,CA,False,0
13759,5729,28.39,14,1515,1,0,30.51,0,1551,0.0008,0.930514585381842,0.0,0,0,0,0,grocery,mobile,IN,False,0
16233,1975,296.44,18,2041,2,0,163.97,0,2202,0.0025,1.807891687503812,0.0,0,0,0,0,restaurant,mobile,US,False,0
38437,8737,56.33,6,1603,2,1,70.85,0,1976,0.0059,0.795059985885674,0.5,0,0,0,0,entertainment,mobile,US,False,0
26235,8594,26.7,19,1624,3,0,30.42,1,1664,0.0061,0.8777120315581853,0.0,0,0,0,1,restaurant,mobile,US,False,0
22555,9638,94.29,10,1974,0,0,56.59,0,2133,0.0016,1.6661954408906168,0.0,0,0,0,0,entertainment,mobile,NG,False,0
17091,3141,42.24,19,1796,4,0,29.93,0,1913,0.0045,1.4112930170397595,0.0,0,0,0,0,restaurant,pos,DE,False,0
38229,5439,50.69,5,1544,0,0,62.96,0,1726,0.0378,0.8051143583227446,0.0,1,0,0,0,electronics,tablet,CN,False,0
20915,2567,40.95,22,2923,2,1,59.02,1,3107,0.0,0.6938325991189428,0.5,0,0,0,1,travel,mobile,US,False,0
32962,8309,110.59,12,2620,2,0,38.36,0,2912,0.0004,2.882950990615224,0.0,0,0,0,0,electronics,mobile,US,False,0
5810,1276,19.7,3,2604,3,0,21.01,1,2888,0.0001,0.937648738695859,0.0,1,0,0,1,travel,mobile,US,False,0
19654,105,62.54,4,2909,1,0,41.96,0,3104,0.0,1.490467111534795,0.0,1,0,0,0,travel,desktop,DE,True,0
43182,8656,54.91,13,2707,1,1,42.36,0,2730,0.0003,1.2962700661000943,1.0,0,0,0,0,grocery,tablet,CA,False,0
38551,3270,18.56,8,3588,1,0,22.72,0,3904,0.0,0.8169014084507042,0.0,0,0,0,0,grocery,mobile,FR,False,0
31216,4044,448.14,6,397,6,0,312.44,0,788,0.4709,1.4343233900908974,0.0,0,0,0,0,restaurant,mobile,NG,False,0
18649,2887,9.24,1,3406,1,0,10.84,0,3726,0.0001,0.8523985239852399,0.0,1,0,0,0,travel,mobile,US,False,0
18910,4262,751.06,9,738,0,0,101.02,0,918,0.6646,7.434765392991487,0.0,0,0,0,0,grocery,desktop,CA,False,0
35617,7745,37.88,1,597,3,0,31.24,0,710,0.1103,1.2125480153649169,0.0,1,0,0,0,grocery,mobile,US,False,0
15045,2141,49.32,16,2558,0,0,59.62,1,2691,0.0001,0.8272391814827239,0.0,0,0,0,1,other,desktop,US,False,0
7036,9893,130.49,3,178,1,1,118.57,0,477,0.8657,1.1005313317027918,1.0,1,0,0,0,electronics,mobile,BR,False,0
